Country_Code,year,gdp,population
AFG,1960,537777811,8996351
AFG,1961,548888896,9166764
AFG,1962,546666678,9345868
AFG,1963,751111191,9533954
AFG,1964,800000044,9731361
AFG,1965,1006666638,9938414
AFG,1966,1399999967,10152331
AFG,1967,1673333418,10372630
AFG,1968,1373333367,10604346
AFG,1969,1408888922,10854428
AFG,1970,1748886596,11126123
AFG,1971,1831108971,11417825
AFG,1972,1595555476,11721940
AFG,1973,1733333264,12027822
AFG,1974,2155555498,12321541
AFG,1975,2366666616,12590286
AFG,1976,2555555567,12840299
AFG,1977,2953333418,13067538
AFG,1978,3300000109,13237734
AFG,1979,3697940410,13306695
AFG,1980,3641723322,13248370
AFG,1981,3478787909,13053954
AFG,1982,NULL,12749645
AFG,1983,NULL,12389269
AFG,1984,NULL,12047115
AFG,1985,NULL,11783050
AFG,1986,NULL,11601041
AFG,1987,NULL,11502761
AFG,1988,NULL,11540888
AFG,1989,NULL,11777609
AFG,1990,NULL,12249114
AFG,1991,NULL,12993657
AFG,1992,NULL,13981231
AFG,1993,NULL,15095099
AFG,1994,NULL,16172719
AFG,1995,NULL,17099541
AFG,1996,NULL,17822884
AFG,1997,NULL,18381605
AFG,1998,NULL,18863999
AFG,1999,NULL,19403676
AFG,2000,NULL,20093756
AFG,2001,2461665938,20966463
AFG,2002,4128820723,21979923
AFG,2003,4583644246,23064851
AFG,2004,5285465686,24118979
AFG,2005,6275073572,25070798
AFG,2006,7057598407,25893450
AFG,2007,9843842455,26616792
AFG,2008,10190529882,27294031
AFG,2009,12486943506,28004331
AFG,2010,15936800636,28803167
AFG,2011,17930239400,29708599
AFG,2012,20536542737,30696958
AFG,2013,20046334304,31731688
AFG,2014,20050189882,32758020
AFG,2015,19702986341,33736494
AFG,2016,19469022208,34656032
ALB,1960,NULL,1608800
ALB,1961,NULL,1659800
ALB,1962,NULL,1711319
ALB,1963,NULL,1762621
ALB,1964,NULL,1814135
ALB,1965,NULL,1864791
ALB,1966,NULL,1914573
ALB,1967,NULL,1965598
ALB,1968,NULL,2022272
ALB,1969,NULL,2081695
ALB,1970,NULL,2135479
ALB,1971,NULL,2187853
ALB,1972,NULL,2243126
ALB,1973,NULL,2296752
ALB,1974,NULL,2350124
ALB,1975,NULL,2404831
ALB,1976,NULL,2458526
ALB,1977,NULL,2513546
ALB,1978,NULL,2566266
ALB,1979,NULL,2617832
ALB,1980,NULL,2671997
ALB,1981,NULL,2726056
ALB,1982,NULL,2784278
ALB,1983,NULL,2843960
ALB,1984,1924242453,2904429
ALB,1985,1965384586,2964762
ALB,1986,2173750013,3022635
ALB,1987,2156624900,3083605
ALB,1988,2126000000,3142336
ALB,1989,2335124988,3227943
ALB,1990,2101624963,3286542
ALB,1991,1139166646,3266790
ALB,1992,709452584,3247039
ALB,1993,1228071038,3227287
ALB,1994,1985673798,3207536
ALB,1995,2424499009,3187784
ALB,1996,3314898292,3168033
ALB,1997,2359903108,3148281
ALB,1998,2707123772,3128530
ALB,1999,3414760915,3108778
ALB,2000,3632043908,3089027
ALB,2001,4060758804,3060173
ALB,2002,4435078648,3051010
ALB,2003,5746945913,3039616
ALB,2004,7314865176,3026939
ALB,2005,8158548717,3011487
ALB,2006,8992642349,2992547
ALB,2007,10701011897,2970017
ALB,2008,12881352688,2947314
ALB,2009,12044212904,2927519
ALB,2010,11926953259,2913021
ALB,2011,12890867539,2905195
ALB,2012,12319784787,2900401
ALB,2013,12781029644,2895092
ALB,2014,13219857459,2889104
ALB,2015,11390365294,2880703
ALB,2016,11926892453,2876101
DZA,1960,2723648552,11124888
DZA,1961,2434776646,11404859
DZA,1962,2001468868,11690153
DZA,1963,2703014867,11985136
DZA,1964,2909351793,12295970
DZA,1965,3136258897,12626952
DZA,1966,3039834559,12980267
DZA,1967,3370843066,13354197
DZA,1968,3852115817,13744387
DZA,1969,4257218772,14144438
DZA,1970,4863487493,14550034
DZA,1971,5077222367,14960109
DZA,1972,6761786387,15377093
DZA,1973,8715105930,15804428
DZA,1974,13209713643,16247113
DZA,1975,15557934268,16709099
DZA,1976,17728347375,17190239
DZA,1977,20971901273,17690184
DZA,1978,26364491313,18212326
DZA,1979,33243422158,18760761
DZA,1980,42345277342,19337715
DZA,1981,44348672668,19943664
DZA,1982,45207088716,20575701
DZA,1983,48801369800,21228289
DZA,1984,53698278906,21893853
DZA,1985,57937868670,22565905
DZA,1986,63696301893,23241272
DZA,1987,66742267773,23917897
DZA,1988,59089067187,24591492
DZA,1989,55631489802,25257672
DZA,1990,62045099643,25912367
DZA,1991,45715367087,26554329
DZA,1992,48003298223,27181094
DZA,1993,49946455211,27786259
DZA,1994,42542571306,28362253
DZA,1995,41764052458,28904298
DZA,1996,46941496780,29411415
DZA,1997,48177862502,29886839
DZA,1998,48187747529,30335732
DZA,1999,48640574567,30765613
DZA,2000,54790245601,31183660
DZA,2001,54744714396,31592153
DZA,2002,56760288974,31995046
DZA,2003,67863829880,32403514
DZA,2004,85324998814,32831096
DZA,2005,103198000000,33288437
DZA,2006,117027000000,33777915
DZA,2007,134977000000,34300076
DZA,2008,171001000000,34860715
DZA,2009,137211000000,35465760
DZA,2010,161207000000,36117637
DZA,2011,200013000000,36819558
DZA,2012,209047000000,37565847
DZA,2013,209784000000,38338562
DZA,2014,213983000000,39113313
DZA,2015,164779000000,39871528
DZA,2016,156080000000,40606052
ASM,1960,NULL,20013
ASM,1961,NULL,20486
ASM,1962,NULL,21117
ASM,1963,NULL,21882
ASM,1964,NULL,22698
ASM,1965,NULL,23520
ASM,1966,NULL,24321
ASM,1967,NULL,25116
ASM,1968,NULL,25885
ASM,1969,NULL,26614
ASM,1970,NULL,27292
ASM,1971,NULL,27916
ASM,1972,NULL,28492
ASM,1973,NULL,29014
ASM,1974,NULL,29488
ASM,1975,NULL,29932
ASM,1976,NULL,30321
ASM,1977,NULL,30689
ASM,1978,NULL,31102
ASM,1979,NULL,31673
ASM,1980,NULL,32457
ASM,1981,NULL,33493
ASM,1982,NULL,34738
ASM,1983,NULL,36160
ASM,1984,NULL,37688
ASM,1985,NULL,39241
ASM,1986,NULL,40837
ASM,1987,NULL,42450
ASM,1988,NULL,44047
ASM,1989,NULL,45593
ASM,1990,NULL,47038
ASM,1991,NULL,48375
ASM,1992,NULL,49593
ASM,1993,NULL,50720
ASM,1994,NULL,51803
ASM,1995,NULL,52868
ASM,1996,NULL,53929
ASM,1997,NULL,54941
ASM,1998,NULL,55901
ASM,1999,NULL,56770
ASM,2000,NULL,57521
ASM,2001,NULL,58175
ASM,2002,514000000,58731
ASM,2003,527000000,59117
ASM,2004,512000000,59264
ASM,2005,503000000,59118
ASM,2006,496000000,58650
ASM,2007,520000000,57903
ASM,2008,563000000,57030
ASM,2009,678000000,56227
ASM,2010,576000000,55637
ASM,2011,574000000,55320
ASM,2012,644000000,55230
ASM,2013,639000000,55307
ASM,2014,638000000,55437
ASM,2015,641000000,55537
ASM,2016,NULL,55599
AND,1960,NULL,13411
AND,1961,NULL,14375
AND,1962,NULL,15370
AND,1963,NULL,16412
AND,1964,NULL,17469
AND,1965,NULL,18549
AND,1966,NULL,19647
AND,1967,NULL,20758
AND,1968,NULL,21890
AND,1969,NULL,23058
AND,1970,78619206,24276
AND,1971,89409820,25559
AND,1972,113408232,26892
AND,1973,150820103,28232
AND,1974,186558696,29520
AND,1975,220127246,30705
AND,1976,227281025,31777
AND,1977,254020153,32771
AND,1978,308008898,33737
AND,1979,411578334,34818
AND,1980,446416106,36067
AND,1981,388958731,37500
AND,1982,375895956,39114
AND,1983,327861833,40867
AND,1984,330070689,42706
AND,1985,346737965,44600
AND,1986,482000594,46517
AND,1987,611316399,48455
AND,1988,721425939,50434
AND,1989,795449332,52448
AND,1990,1029048482,54509
AND,1991,1106928583,56671
AND,1992,1210013652,58888
AND,1993,1007025755,60971
AND,1994,1017549124,62677
AND,1995,1178738991,63850
AND,1996,1223945357,64360
AND,1997,1180597273,64327
AND,1998,1211932398,64142
AND,1999,1239876305,64370
AND,2000,1401695228,65390
AND,2001,1484017897,67341
AND,2002,1717485413,70049
AND,2003,2373927765,73182
AND,2004,2916786690,76244
AND,2005,3248215396,78867
AND,2006,3536632794,80991
AND,2007,4010990966,82683
AND,2008,4001201113,83861
AND,2009,3650083356,84462
AND,2010,3346516556,84449
AND,2011,3427022519,83751
AND,2012,3146151869,82431
AND,2013,3248924588,80788
AND,2014,NULL,79223
AND,2015,NULL,78014
AND,2016,NULL,77281
AGO,1960,NULL,5643182
AGO,1961,NULL,5753024
AGO,1962,NULL,5866061
AGO,1963,NULL,5980417
AGO,1964,NULL,6093321
AGO,1965,NULL,6203299
AGO,1966,NULL,6309770
AGO,1967,NULL,6414995
AGO,1968,NULL,6523791
AGO,1969,NULL,6642632
AGO,1970,NULL,6776381
AGO,1971,NULL,6927269
AGO,1972,NULL,7094834
AGO,1973,NULL,7277960
AGO,1974,NULL,7474338
AGO,1975,NULL,7682479
AGO,1976,NULL,7900997
AGO,1977,NULL,8130988
AGO,1978,NULL,8376147
AGO,1979,NULL,8641521
AGO,1980,NULL,8929900
AGO,1981,NULL,9244507
AGO,1982,NULL,9582156
AGO,1983,NULL,9931562
AGO,1984,NULL,10277321
AGO,1985,6684491979,10609042
AGO,1986,6684491979,10921037
AGO,1987,6684491979,11218268
AGO,1988,6684491979,11513968
AGO,1989,10026737968,11827237
AGO,1990,10026737968,12171441
AGO,1991,12118610904,12553446
AGO,1992,5684291719,12968345
AGO,1993,5278182971,13403734
AGO,1994,4059352153,13841301
AGO,1995,5039552482,14268994
AGO,1996,7526446606,14682284
AGO,1997,7648377413,15088981
AGO,1998,6445041825,15504318
AGO,1999,6152922943,15949766
AGO,2000,9129594819,16440924
AGO,2001,8936063723,16983266
AGO,2002,12497346670,17572649
AGO,2003,14188949191,18203369
AGO,2004,19640848729,18865716
AGO,2005,28233712831,19552542
AGO,2006,41789478661,20262399
AGO,2007,60448921272,20997687
AGO,2008,84178032716,21759420
AGO,2009,75492384801,22549547
AGO,2010,82470913121,23369131
AGO,2011,104116000000,24218565
AGO,2012,115398000000,25096150
AGO,2013,124912000000,25998340
AGO,2014,126777000000,26920466
AGO,2015,102962000000,27859305
AGO,2016,89633156470,28813463
ATG,1960,NULL,55339
ATG,1961,NULL,56144
ATG,1962,NULL,57144
ATG,1963,NULL,58294
ATG,1964,NULL,59524
ATG,1965,NULL,60781
ATG,1966,NULL,62059
ATG,1967,NULL,63360
ATG,1968,NULL,64655
ATG,1969,NULL,65910
ATG,1970,NULL,67098
ATG,1971,NULL,68188
ATG,1972,NULL,69176
ATG,1973,NULL,70066
ATG,1974,NULL,70878
ATG,1975,NULL,71609
ATG,1976,NULL,72285
ATG,1977,77496741,72875
ATG,1978,87879333,73324
ATG,1979,109079963,73528
ATG,1980,131431037,73442
ATG,1981,147841741,73066
ATG,1982,164369296,72448
ATG,1983,182144111,71639
ATG,1984,208372852,70725
ATG,1985,240923926,69782
ATG,1986,290440148,68809
ATG,1987,337174852,67845
ATG,1988,398637741,67058
ATG,1989,438794778,66627
ATG,1990,459469074,66696
ATG,1991,481706333,67307
ATG,1992,499281148,68427
ATG,1993,535172778,69938
ATG,1994,589429593,71719
ATG,1995,577280741,73619
ATG,1996,633730630,75628
ATG,1997,680617111,77739
ATG,1998,727860593,79851
ATG,1999,766198926,81831
ATG,2000,825405519,83584
ATG,2001,795976519,85057
ATG,2002,809754482,86266
ATG,2003,850218593,87293
ATG,2004,913710370,88257
ATG,2005,1014979667,89253
ATG,2006,1149025481,90301
ATG,2007,1302388926,91381
ATG,2008,1359733556,92478
ATG,2009,1217719667,93581
ATG,2010,1147942222,94661
ATG,2011,1141865444,95719
ATG,2012,1216045778,96777
ATG,2013,1195885111,97824
ATG,2014,1274330333,98875
ATG,2015,1355645889,99923
ATG,2016,1449160185,100963
ARG,1960,NULL,20619075
ARG,1961,NULL,20953077
ARG,1962,24450604878,21287682
ARG,1963,18272123664,21621840
ARG,1964,25605249382,21953929
ARG,1965,28344705967,22283390
ARG,1966,28630474728,22608748
ARG,1967,24256667553,22932203
ARG,1968,26436857247,23261278
ARG,1969,31256284544,23605987
ARG,1970,31584210366,23973058
ARG,1971,33293199095,24366439
ARG,1972,34733000536,24782949
ARG,1973,52544000117,25213388
ARG,1974,72436777342,25644506
ARG,1975,52438647922,26066975
ARG,1976,51169499891,26477152
ARG,1977,56781000101,26878565
ARG,1978,58082870156,27277741
ARG,1979,69252328953,27684534
ARG,1980,76961923742,28105888
ARG,1981,78676842366,28543364
ARG,1982,84307486837,28993987
ARG,1983,103979000000,29454738
ARG,1984,79092001998,29920904
ARG,1985,88416668900,30388783
ARG,1986,110934000000,30857244
ARG,1987,111106000000,31326473
ARG,1988,126207000000,31795517
ARG,1989,76636898036,32263561
ARG,1990,141352000000,32729739
ARG,1991,189720000000,33193918
ARG,1992,228789000000,33655151
ARG,1993,236742000000,34110917
ARG,1994,257440000000,34558115
ARG,1995,258032000000,34994814
ARG,1996,272150000000,35419682
ARG,1997,292859000000,35833969
ARG,1998,298948000000,36241590
ARG,1999,283523000000,36648068
ARG,2000,284204000000,37057452
ARG,2001,268697000000,37471509
ARG,2002,97724004252,37889370
ARG,2003,127587000000,38309379
ARG,2004,164658000000,38728696
ARG,2005,198737000000,39145488
ARG,2006,232557000000,39558890
ARG,2007,287531000000,39970224
ARG,2008,361558000000,40382389
ARG,2009,332976000000,40799407
ARG,2010,423627000000,41223889
ARG,2011,530163000000,41656879
ARG,2012,545982000000,42096739
ARG,2013,552025000000,42539925
ARG,2014,526320000000,42981515
ARG,2015,584711000000,43417765
ARG,2016,545866000000,43847430
ARM,1960,NULL,1874120
ARM,1961,NULL,1941491
ARM,1962,NULL,2009526
ARM,1963,NULL,2077575
ARM,1964,NULL,2144998
ARM,1965,NULL,2211316
ARM,1966,NULL,2276031
ARM,1967,NULL,2339124
ARM,1968,NULL,2401140
ARM,1969,NULL,2462925
ARM,1970,NULL,2525065
ARM,1971,NULL,2587706
ARM,1972,NULL,2650484
ARM,1973,NULL,2712781
ARM,1974,NULL,2773747
ARM,1975,NULL,2832757
ARM,1976,NULL,2889579
ARM,1977,NULL,2944379
ARM,1978,NULL,2997411
ARM,1979,NULL,3049105
ARM,1980,NULL,3099751
ARM,1981,NULL,3148092
ARM,1982,NULL,3193686
ARM,1983,NULL,3238594
ARM,1984,NULL,3285595
ARM,1985,NULL,3335935
ARM,1986,NULL,3392256
ARM,1987,NULL,3451942
ARM,1988,NULL,3504651
ARM,1989,NULL,3536469
ARM,1990,2256838858,3538165
ARM,1991,2068526522,3505251
ARM,1992,1272577522,3442810
ARM,1993,1201313196,3363098
ARM,1994,1315158670,3283660
ARM,1995,1468317350,3217342
ARM,1996,1596968913,3168215
ARM,1997,1639492424,3133086
ARM,1998,1893726437,3108684
ARM,1999,1845482181,3089017
ARM,2000,1911563665,3069588
ARM,2001,2118467913,3050655
ARM,2002,2376335048,3033897
ARM,2003,2807061009,3017806
ARM,2004,3576615240,3000612
ARM,2005,4900469515,2981259
ARM,2006,6384451606,2958500
ARM,2007,9206301700,2933056
ARM,2008,11662040714,2908220
ARM,2009,8647936748,2888584
ARM,2010,9260284938,2877311
ARM,2011,10142111334,2875581
ARM,2012,10619320049,2881922
ARM,2013,11121465767,2893509
ARM,2014,11609512940,2906220
ARM,2015,10529182498,2916950
ARM,2016,10547331235,2924816
ABW,1960,NULL,54211
ABW,1961,NULL,55438
ABW,1962,NULL,56225
ABW,1963,NULL,56695
ABW,1964,NULL,57032
ABW,1965,NULL,57360
ABW,1966,NULL,57715
ABW,1967,NULL,58055
ABW,1968,NULL,58386
ABW,1969,NULL,58726
ABW,1970,NULL,59063
ABW,1971,NULL,59440
ABW,1972,NULL,59840
ABW,1973,NULL,60243
ABW,1974,NULL,60528
ABW,1975,NULL,60657
ABW,1976,NULL,60586
ABW,1977,NULL,60366
ABW,1978,NULL,60103
ABW,1979,NULL,59980
ABW,1980,NULL,60096
ABW,1981,NULL,60567
ABW,1982,NULL,61345
ABW,1983,NULL,62201
ABW,1984,NULL,62836
ABW,1985,NULL,63026
ABW,1986,NULL,62644
ABW,1987,NULL,61833
ABW,1988,NULL,61079
ABW,1989,NULL,61032
ABW,1990,NULL,62149
ABW,1991,NULL,64622
ABW,1992,NULL,68235
ABW,1993,NULL,72504
ABW,1994,1330167598,76700
ABW,1995,1320670391,80324
ABW,1996,1379888268,83200
ABW,1997,1531843575,85451
ABW,1998,1665363128,87277
ABW,1999,1722798883,89005
ABW,2000,1873452514,90853
ABW,2001,1920262570,92898
ABW,2002,1941094972,94992
ABW,2003,2021301676,97017
ABW,2004,2228279330,98737
ABW,2005,2331005587,100031
ABW,2006,2421474860,100832
ABW,2007,2623726257,101220
ABW,2008,2791960894,101353
ABW,2009,2498932961,101453
ABW,2010,2467703911,101669
ABW,2011,2584463687,102053
ABW,2012,NULL,102577
ABW,2013,NULL,103187
ABW,2014,NULL,103795
ABW,2015,NULL,104341
ABW,2016,NULL,104822
AUS,1960,18593347519,10276477
AUS,1961,19666256020,10483000
AUS,1962,19911524247,10742000
AUS,1963,21527606675,10950000
AUS,1964,23787658192,11167000
AUS,1965,25962593795,11388000
AUS,1966,27288610147,11651000
AUS,1967,30421099787,11799000
AUS,1968,32687870982,12009000
AUS,1969,36659200358,12263000
AUS,1970,41304737373,12507000
AUS,1971,45183111211,12937000
AUS,1972,52003504673,13177000
AUS,1973,63782190903,13380000
AUS,1974,88906411201,13723000
AUS,1975,97226546497,13893000
AUS,1976,104974000000,14033000
AUS,1977,110266000000,14192000
AUS,1978,118401000000,14358000
AUS,1979,134794000000,14514000
AUS,1980,149887000000,14692000
AUS,1981,176805000000,14927000
AUS,1982,193955000000,15178000
AUS,1983,177176000000,15369000
AUS,1984,193504000000,15544000
AUS,1985,180471000000,15758000
AUS,1986,182282000000,16018400
AUS,1987,189376000000,16263900
AUS,1988,236136000000,16532200
AUS,1989,299941000000,16814400
AUS,1990,311426000000,17065100
AUS,1991,326069000000,17284000
AUS,1992,325693000000,17495000
AUS,1993,312373000000,17667000
AUS,1994,323217000000,17855000
AUS,1995,368392000000,18072000
AUS,1996,401819000000,18311000
AUS,1997,436098000000,18517000
AUS,1998,399779000000,18711000
AUS,1999,389147000000,18926000
AUS,2000,415446000000,19153000
AUS,2001,378900000000,19413000
AUS,2002,394636000000,19651400
AUS,2003,466853000000,19895400
AUS,2004,613330000000,20127400
AUS,2005,693764000000,20394800
AUS,2006,747573000000,20697900
AUS,2007,853765000000,20827600
AUS,2008,1055330000000,21249200
AUS,2009,927168000000,21691700
AUS,2010,1142880000000,22031750
AUS,2011,1390560000000,22340024
AUS,2012,1538190000000,22728254
AUS,2013,1567180000000,23117353
AUS,2014,1459600000000,23460694
AUS,2015,1345380000000,23789338
AUS,2016,1204620000000,24127159
AUT,1960,6592693841,7047539
AUT,1961,7311749633,7086299
AUT,1962,7756110210,7129864
AUT,1963,8374175258,7175811
AUT,1964,9169983886,7223801
AUT,1965,9994070616,7270889
AUT,1966,10887682273,7322066
AUT,1967,11579431669,7376998
AUT,1968,12440625313,7415403
AUT,1969,13582798556,7441055
AUT,1970,15335972268,7467086
AUT,1971,17815464919,7500482
AUT,1972,22006470861,7544201
AUT,1973,29444365310,7586115
AUT,1974,35104529078,7599038
AUT,1975,39962704274,7578903
AUT,1976,42856485618,7565525
AUT,1977,51421585630,7568430
AUT,1978,61902774946,7562305
AUT,1979,73759181884,7549425
AUT,1980,81861232823,7549433
AUT,1981,70863106877,7568710
AUT,1982,71103585384,7574140
AUT,1983,71947277233,7561910
AUT,1984,67821568599,7561434
AUT,1985,69219621907,7564985
AUT,1986,98797587382,7569794
AUT,1987,123869000000,7574586
AUT,1988,133018000000,7585317
AUT,1989,132785000000,7619567
AUT,1990,166062000000,7677850
AUT,1991,173376000000,7754891
AUT,1992,194608000000,7840709
AUT,1993,189921000000,7905633
AUT,1994,203045000000,7936118
AUT,1995,240458000000,7948278
AUT,1996,236720000000,7959017
AUT,1997,212323000000,7968041
AUT,1998,217684000000,7976789
AUT,1999,216725000000,7992324
AUT,2000,196422000000,8011566
AUT,2001,196954000000,8042293
AUT,2002,212971000000,8081957
AUT,2003,260721000000,8121423
AUT,2004,299857000000,8171966
AUT,2005,314649000000,8227829
AUT,2006,334309000000,8268641
AUT,2007,386459000000,8295487
AUT,2008,427612000000,8321496
AUT,2009,397594000000,8343323
AUT,2010,390212000000,8363404
AUT,2011,429037000000,8391643
AUT,2012,407452000000,8429991
AUT,2013,428248000000,8479375
AUT,2014,438376000000,8541575
AUT,2015,376967000000,8633169
AUT,2016,386428000000,8747358
AZE,1960,NULL,3895396
AZE,1961,NULL,4030320
AZE,1962,NULL,4171425
AZE,1963,NULL,4315128
AZE,1964,NULL,4456689
AZE,1965,NULL,4592610
AZE,1966,NULL,4721525
AZE,1967,NULL,4843870
AZE,1968,NULL,4960235
AZE,1969,NULL,5071930
AZE,1970,NULL,5180025
AZE,1971,NULL,5284532
AZE,1972,NULL,5385267
AZE,1973,NULL,5483084
AZE,1974,NULL,5579077
AZE,1975,NULL,5674137
AZE,1976,NULL,5768724
AZE,1977,NULL,5863134
AZE,1978,NULL,5957929
AZE,1979,NULL,6053645
AZE,1980,NULL,6150738
AZE,1981,NULL,6249320
AZE,1982,NULL,6349558
AZE,1983,NULL,6452076
AZE,1984,NULL,6557585
AZE,1985,NULL,6666455
AZE,1986,NULL,6778633
AZE,1987,NULL,6893500
AZE,1988,NULL,7010036
AZE,1989,NULL,7126891
AZE,1990,8858006036,7159000
AZE,1991,8792365811,7271000
AZE,1992,4991350458,7382000
AZE,1993,3973027397,7495000
AZE,1994,3313739674,7597000
AZE,1995,3052467522,7685000
AZE,1996,3176749593,7763000
AZE,1997,3962710163,7838250
AZE,1998,4446396218,7913000
AZE,1999,4581222442,7982750
AZE,2000,5272617196,8048600
AZE,2001,5707720391,8111200
AZE,2002,6235795104,8171950
AZE,2003,7276013032,8234100
AZE,2004,8680472169,8306500
AZE,2005,13245716099,8391850
AZE,2006,20983019924,8484550
AZE,2007,33050343783,8581300
AZE,2008,48852482960,8763400
AZE,2009,44291490421,8947243
AZE,2010,52902703376,9054332
AZE,2011,65951627200,9173082
AZE,2012,69684317719,9295784
AZE,2013,74164435946,9416801
AZE,2014,75244166773,9535079
AZE,2015,53074370486,9649341
AZE,2016,37847715736,9762274
BHS,1960,169803922,109528
BHS,1961,190098039,115108
BHS,1962,212254902,121083
BHS,1963,237745098,127333
BHS,1964,266666667,133698
BHS,1965,300392157,140054
BHS,1966,340000000,146366
BHS,1967,390196078,152609
BHS,1968,444901961,158627
BHS,1969,528137255,164248
BHS,1970,538423154,169354
BHS,1971,573400000,173863
BHS,1972,590900000,177839
BHS,1973,670900000,181488
BHS,1974,632400000,185099
BHS,1975,596200000,188882
BHS,1976,642100000,192902
BHS,1977,713000000,197111
BHS,1978,832400000,201513
BHS,1979,1139800100,206032
BHS,1980,1335300000,210661
BHS,1981,1426500000,215396
BHS,1982,1578300000,220275
BHS,1983,1732800000,225187
BHS,1984,2041100000,230015
BHS,1985,2320699900,234687
BHS,1986,2472500000,239131
BHS,1987,2713999900,243393
BHS,1988,2817900000,247579
BHS,1989,3062000000,251849
BHS,1990,3166000000,256336
BHS,1991,3111160000,261116
BHS,1992,3109000000,266134
BHS,1993,3092000000,271165
BHS,1994,3259000000,275895
BHS,1995,3429000000,280150
BHS,1996,3609000000,283790
BHS,1997,4961119000,286970
BHS,1998,5353524000,290060
BHS,1999,6019972000,293572
BHS,2000,6327552000,297890
BHS,2001,6516651000,303135
BHS,2002,6957996000,309157
BHS,2003,6949317000,315746
BHS,2004,7094413000,322526
BHS,2005,7706222000,329249
BHS,2006,7965588000,335830
BHS,2007,8318996000,342328
BHS,2008,8247000000,348676
BHS,2009,7820000000,354856
BHS,2010,7910000000,360832
BHS,2011,7890000000,366568
BHS,2012,8399000000,372039
BHS,2013,8522000000,377240
BHS,2014,8618000000,382169
BHS,2015,8854000000,386838
BHS,2016,9047000000,391232
BHR,1960,NULL,162427
BHR,1961,NULL,167894
BHR,1962,NULL,173144
BHR,1963,NULL,178140
BHR,1964,NULL,182887
BHR,1965,NULL,187431
BHR,1966,NULL,191780
BHR,1967,NULL,196063
BHR,1968,NULL,200653
BHR,1969,NULL,206043
BHR,1970,NULL,212605
BHR,1971,NULL,220312
BHR,1972,NULL,229155
BHR,1973,NULL,239527
BHR,1974,NULL,251911
BHR,1975,NULL,266543
BHR,1976,NULL,283752
BHR,1977,NULL,303175
BHR,1978,NULL,323473
BHR,1979,NULL,342798
BHR,1980,3072698328,359888
BHR,1981,3467819149,374120
BHR,1982,3645744681,385950
BHR,1983,3735106383,396454
BHR,1984,3905585106,407227
BHR,1985,3651861702,419430
BHR,1986,3052393617,433482
BHR,1987,3392021011,448973
BHR,1988,3702393617,465202
BHR,1989,3863563830,481090
BHR,1990,4229787234,495931
BHR,1991,4616223404,509765
BHR,1992,4751063830,523087
BHR,1993,5200265957,536213
BHR,1994,5567553457,549588
BHR,1995,5849467819,563699
BHR,1996,6101861436,578668
BHR,1997,6349202394,594930
BHR,1998,6183776596,613702
BHR,1999,6621010372,636545
BHR,2000,9062906915,664614
BHR,2001,8976207713,697549
BHR,2002,9632155053,735148
BHR,2003,11074822074,778711
BHR,2004,13150166755,829848
BHR,2005,15968726862,889168
BHR,2006,18505053191,958414
BHR,2007,21730000000,1035891
BHR,2008,25710877660,1114590
BHR,2009,22938218085,1185029
BHR,2010,25713271277,1240862
BHR,2011,29157446809,1278269
BHR,2012,30749308511,1300217
BHR,2013,32898670213,1315411
BHR,2014,33387712766,1336397
BHR,2015,31125851064,1371855
BHR,2016,31858510638,1425171
BGD,1960,4274893913,48199747
BGD,1961,4817580184,49592802
BGD,1962,5081413340,51030137
BGD,1963,5319458351,52532417
BGD,1964,5386054619,54129100
BGD,1965,5906636557,55834038
BGD,1966,6439687598,57672990
BGD,1967,7253575399,59620669
BGD,1968,7483685473,61579473
BGD,1969,8471006101,63417394
BGD,1970,8992721809,65047770
BGD,1971,8751842840,66424744
BGD,1972,6288245867,67597470
BGD,1973,8086725729,68691185
BGD,1974,12512460520,69884420
BGD,1975,19448348073,71305923
BGD,1976,10117113333,72999136
BGD,1977,9651149302,74925896
BGD,1978,13281767143,77033846
BGD,1979,15565480322,79236776
BGD,1980,18138049096,81470860
BGD,1981,20249694002,83721268
BGD,1982,18525399202,86007331
BGD,1983,17609048822,88338242
BGD,1984,18920840000,90732362
BGD,1985,22278423077,93199865
BGD,1986,21774033333,95742431
BGD,1987,24298032258,98343809
BGD,1988,26579005760,100975321
BGD,1989,28781714764,103599232
BGD,1990,31598341234,106188642
BGD,1991,30957483291,108727432
BGD,1992,31708873955,111221938
BGD,1993,33166520085,113695139
BGD,1994,33768662171,116182267
BGD,1995,37939748051,118706871
BGD,1996,46438482370,121269645
BGD,1997,48244308275,123854640
BGD,1998,49984559471,126447965
BGD,1999,51270569884,129029691
BGD,2000,53369787319,131581243
BGD,2001,53991289844,134107160
BGD,2002,54724081491,136600667
BGD,2003,60158929188,139019001
BGD,2004,65108544250,141307489
BGD,2005,69442943089,143431101
BGD,2006,71819083684,145368004
BGD,2007,79611888213,147139191
BGD,2008,91631278239,148805814
BGD,2009,102478000000,150454708
BGD,2010,115279000000,152149102
BGD,2011,128638000000,153911916
BGD,2012,133356000000,155727053
BGD,2013,149990000000,157571292
BGD,2014,172885000000,159405279
BGD,2015,195079000000,161200886
BGD,2016,221415000000,162951560
BRB,1960,NULL,230939
BRB,1961,NULL,231678
BRB,1962,NULL,232586
BRB,1963,NULL,233587
BRB,1964,NULL,234547
BRB,1965,NULL,235374
BRB,1966,NULL,236044
BRB,1967,NULL,236621
